Подразделение БР,Код вида расходов,Наименование вида расходов,Направление расходов,Вид объекта,Дата проведения (день),Дата проведения (месяц),Дата проведения (год),Конечный остаток
Отделение по Хабаровскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"ул. Муравьева-Амурского, 42",Здание,7,8,2020,701.02
Отделение по Хабаровскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"ул. Муравьева-Амурского, 42",Здание,13,10,2020,1141.29
Отделение по Хабаровскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"ул. Муравьева-Амурского, 42",Здание,10,11,2020,1425.35
Отделение по Хабаровскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"ул. Муравьева-Амурского, 42",Здание,9,12,2020,1540.27
Отделение по Хабаровскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"ул. Муравьева-Амурского, 42",Здание,23,12,2020,8783.47
Отделение по Хабаровскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.030000,"Расходы по оплате услуг водоснабжения, водоотведения","ул. Воронежская, 154",Здание,14,1,2020,391.37
Отделение по Хабаровскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.030000,"Расходы по оплате услуг водоснабжения, водоотведения","ул. Воронежская, 154",Здание,7,2,2020,283.49
Отделение по Хабаровскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.030000,"Расходы по оплате услуг водоснабжения, водоотведения","ул. Воронежская, 154",Здание,5,3,2020,353.14
Отделение по Хабаровскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.030000,"Расходы по оплате услуг водоснабжения, водоотведения","ул. Воронежская, 154",Здание,14,4,2020,375.64
Отделение по Хабаровскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.030000,"Расходы по оплате услуг водоснабжения, водоотведения","ул. Воронежская, 154",Здание,10,8,2020,514.19
Отделение по Хабаровскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.030000,"Расходы по оплате услуг водоснабжения, водоотведения","ул. Воронежская, 154",Здание,13,10,2020,369.02
Отделение по Хабаровскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.030000,"Расходы по оплате услуг водоснабжения, водоотведения","ул. Воронежская, 154",Здание,10,11,2020,427.2
Отделение по Хабаровскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.030000,"Расходы по оплате услуг водоснабжения, водоотведения","ул. Воронежская, 154",Здание,9,12,2020,342.32
Отделение по Хабаровскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.030000,"Расходы по оплате услуг водоснабжения, водоотведения","ул. Муравьева-Амурского, 21",Здание,14,1,2020,922.24
Отделение по Хабаровскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.030000,"Расходы по оплате услуг водоснабжения, водоотведения","ул. Муравьева-Амурского, 21",Здание,7,2,2020,635.96
Отделение по Хабаровскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.030000,"Расходы по оплате услуг водоснабжения, водоотведения","ул. Муравьева-Амурского, 21",Здание,5,3,2020,1465.03
Отделение по Хабаровскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.030000,"Расходы по оплате услуг водоснабжения, водоотведения","ул. Муравьева-Амурского, 21",Здание,14,4,2020,904.93
Отделение по Хабаровскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.030000,"Расходы по оплате услуг водоснабжения, водоотведения","ул. Муравьева-Амурского, 21",Здание,10,8,2020,477.07
Отделение по Хабаровскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.030000,"Расходы по оплате услуг водоснабжения, водоотведения","ул. Муравьева-Амурского, 21",Здание,13,10,2020,440.78
Отделение по Хабаровскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.030000,"Расходы по оплате услуг водоснабжения, водоотведения","ул. Муравьева-Амурского, 21",Здание,10,11,2020,815.25
Отделение по Хабаровскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.030000,"Расходы по оплате услуг водоснабжения, водоотведения","ул. Муравьева-Амурского, 21",Здание,9,12,2020,504.82
Отделение по Хабаровскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.030000,"Расходы по оплате услуг водоснабжения, водоотведения","ул. Муравьева-Амурского, 42",Здание,14,1,2020,349.09
Отделение по Хабаровскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.030000,"Расходы по оплате услуг водоснабжения, водоотведения","ул. Муравьева-Амурского, 42",Здание,7,2,2020,418.7
Отделение по Хабаровскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.030000,"Расходы по оплате услуг водоснабжения, водоотведения","ул. Муравьева-Амурского, 42",Здание,5,3,2020,456.8
Отделение по Хабаровскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.030000,"Расходы по оплате услуг водоснабжения, водоотведения","ул. Муравьева-Амурского, 42",Здание,14,4,2020,424.59
Отделение по Хабаровскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.030000,"Расходы по оплате услуг водоснабжения, водоотведения","ул. Муравьева-Амурского, 42",Здание,10,8,2020,70.18
Отделение по Хабаровскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.030000,"Расходы по оплате услуг водоснабжения, водоотведения","ул. Муравьева-Амурского, 42",Здание,13,10,2020,422.53
Отделение по Хабаровскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.030000,"Расходы по оплате услуг водоснабжения, водоотведения","ул. Муравьева-Амурского, 42",Здание,10,11,2020,413.74
Отделение по Хабаровскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.030000,"Расходы по оплате услуг водоснабжения, водоотведения","ул. Муравьева-Амурского, 42",Здание,9,12,2020,351.56
Отделение по Хабаровскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.030000,"Расходы по оплате услуг водоснабжения, водоотведения","ул. Воронежская, 154",Здание,2,7,2020,89.79
Отделение по Хабаровскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.030000,"Расходы по оплате услуг водоснабжения, водоотведения","ул. Воронежская, 154",Здание,13,7,2020,123.09
Отделение по Хабаровскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.030000,"Расходы по оплате услуг водоснабжения, водоотведения","ул. Воронежская, 154",Здание,7,8,2020,42.17
Отделение по Хабаровскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.030000,"Расходы по оплате услуг водоснабжения, водоотведения","ул. Воронежская, 154",Здание,13,10,2020,20.62
Отделение по Хабаровскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.030000,"Расходы по оплате услуг водоснабжения, водоотведения","ул. Муравьева-Амурского, 42",Здание,14,1,2020,275.56
Отделение по Хабаровскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.030000,"Расходы по оплате услуг водоснабжения, водоотведения","ул. Муравьева-Амурского, 42",Здание,7,2,2020,344.45
Отделение по Хабаровскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.030000,"Расходы по оплате услуг водоснабжения, водоотведения","ул. Муравьева-Амурского, 42",Здание,11,3,2020,322.23
Отделение по Хабаровскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.030000,"Расходы по оплате услуг водоснабжения, водоотведения","ул. Муравьева-Амурского, 42",Здание,14,4,2020,344.45
Отделение по Хабаровскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.030000,"Расходы по оплате услуг водоснабжения, водоотведения","ул. Муравьева-Амурского, 42",Здание,7,8,2020,184.78
Отделение по Хабаровскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.030000,"Расходы по оплате услуг водоснабжения, водоотведения","ул. Муравьева-Амурского, 42",Здание,13,10,2020,302.43
Отделение по Хабаровскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.030000,"Расходы по оплате услуг водоснабжения, водоотведения","ул. Муравьева-Амурского, 42",Здание,10,11,2020,318.55
Отделение по Хабаровскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.030000,"Расходы по оплате услуг водоснабжения, водоотведения","ул. Муравьева-Амурского, 42",Здание,9,12,2020,308.28
Отделение по Хабаровскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.030000,"Расходы по оплате услуг водоснабжения, водоотведения","ул. Муравьева-Амурского, 42",Здание,23,12,2020,76.52
Отделение по Хабаровскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.030000,"Расходы по оплате услуг водоснабжения, водоотведения","ул. Воронежская, 154",Здание,14,1,2020,373.31
Отделение по Хабаровскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.030000,"Расходы по оплате услуг водоснабжения, водоотведения","ул. Воронежская, 154",Здание,7,2,2020,221.69
Отделение по Хабаровскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.030000,"Расходы по оплате услуг водоснабжения, водоотведения","ул. Воронежская, 154",Здание,5,3,2020,307.72
Отделение по Хабаровскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.030000,"Расходы по оплате услуг водоснабжения, водоотведения","ул. Воронежская, 154",Здание,14,4,2020,335.51
Отделение по Хабаровскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.030000,"Расходы по оплате услуг водоснабжения, водоотведения","ул. Воронежская, 154",Здание,10,8,2020,378.87
Отделение по Хабаровскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.030000,"Расходы по оплате услуг водоснабжения, водоотведения","ул. Воронежская, 154",Здание,13,10,2020,286.78
Отделение по Хабаровскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.030000,"Расходы по оплате услуг водоснабжения, водоотведения","ул. Воронежская, 154",Здание,10,11,2020,402.59
Отделение по Хабаровскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.030000,"Расходы по оплате услуг водоснабжения, водоотведения","ул. Воронежская, 154",Здание,9,12,2020,296.39
Отделение по Хабаровскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.030000,"Расходы по оплате услуг водоснабжения, водоотведения","ул. Муравьева-Амурского, 21",Здание,14,1,2020,1139.22
Отделение по Хабаровскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.030000,"Расходы по оплате услуг водоснабжения, водоотведения","ул. Муравьева-Амурского, 21",Здание,7,2,2020,785.58
Отделение по Хабаровскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.030000,"Расходы по оплате услуг водоснабжения, водоотведения","ул. Муравьева-Амурского, 21",Здание,5,3,2020,1809.71
Отделение по Хабаровскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.030000,"Расходы по оплате услуг водоснабжения, водоотведения","ул. Муравьева-Амурского, 21",Здание,14,4,2020,1117.84
Отделение по Хабаровскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.030000,"Расходы по оплате услуг водоснабжения, водоотведения","ул. Муравьева-Амурского, 21",Здание,10,8,2020,596.83
Отделение по Хабаровскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.030000,"Расходы по оплате услуг водоснабжения, водоотведения","ул. Муравьева-Амурского, 21",Здание,13,10,2020,551.42
Отделение по Хабаровскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.030000,"Расходы по оплате услуг водоснабжения, водоотведения","ул. Муравьева-Амурского, 21",Здание,10,11,2020,1019.91
Отделение по Хабаровскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.030000,"Расходы по оплате услуг водоснабжения, водоотведения","ул. Муравьева-Амурского, 21",Здание,9,12,2020,631.54
Отделение по Хабаровскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.030000,"Расходы по оплате услуг водоснабжения, водоотведения","ул. Муравьева-Амурского, 42",Здание,14,1,2020,184.81
Отделение по Хабаровскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.030000,"Расходы по оплате услуг водоснабжения, водоотведения","ул. Муравьева-Амурского, 42",Здание,7,2,2020,198.93
Отделение по Хабаровскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.030000,"Расходы по оплате услуг водоснабжения, водоотведения","ул. Муравьева-Амурского, 42",Здание,5,3,2020,245.99
Отделение по Хабаровскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.030000,"Расходы по оплате услуг водоснабжения, водоотведения","ул. Муравьева-Амурского, 42",Здание,14,4,2020,226.73
Отделение по Хабаровскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.030000,"Расходы по оплате услуг водоснабжения, водоотведения","ул. Муравьева-Амурского, 42",Здание,10,8,2020,87.79
Отделение по Хабаровскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.030000,"Расходы по оплате услуг водоснабжения, водоотведения","ул. Муравьева-Амурского, 42",Здание,13,10,2020,186.56
Отделение по Хабаровскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.030000,"Расходы по оплате услуг водоснабжения, водоотведения","ул. Муравьева-Амурского, 42",Здание,10,11,2020,175.58
Отделение по Хабаровскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.030000,"Расходы по оплате услуг водоснабжения, водоотведения","ул. Муравьева-Амурского, 42",Здание,9,12,2020,129.49
Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.010000,Расходы по оплате потребления электроэнергии,"г. Владивосток ул. Калинина,261",Здание,31,12,2020,32790.96
Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.010000,Расходы по оплате потребления электроэнергии,"Вл-Александровское, ул. Седова, 23",Здание,31,12,2020,2274.13
Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.010000,Расходы по оплате потребления электроэнергии,"ул.Светланская,111",Здание,31,12,2020,238482.63
Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.010000,Расходы по оплате потребления электроэнергии,"г.Находка, Находкинский пр-т, 13",Здание,31,12,2020,614813.95
Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.010000,Расходы по оплате потребления электроэнергии,"ул.Фонтанная,19",склад,31,12,2020,22413.58
Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.010000,Расходы по оплате потребления электроэнергии,"ул.Семеновская,29а",убежище,31,12,2020,4397.3
Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.010000,Расходы по оплате потребления электроэнергии,"ул.Калинина,261",Здание,31,12,2020,307392.53
Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.010000,Расходы по оплате потребления электроэнергии,"ул.Мордовцева,6",Здание,31,12,2020,157352.26
Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.010000,Расходы по оплате потребления электроэнергии,"ул.Светланская,69",Здание,31,12,2020,367137.39
Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.010000,Расходы по оплате потребления электроэнергии,"ул.Светланская,71",Здание,31,12,2020,1781068.95
Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.010000,Расходы по оплате потребления электроэнергии,"ул.Светланская,71",пристройка,31,12,2020,530562.51
Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.010000,Расходы по оплате потребления электроэнергии,"ул.Светланская,73",Здание,31,12,2020,191157.81
Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.010000,Расходы по оплате потребления электроэнергии,"ул.Светланская,73А",Здание,31,12,2020,196650.05
Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.010000,Расходы по оплате потребления электроэнергии,"Океанский пр-т, 34",Здание,31,12,2020,4033643.64
Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.010000,Расходы по оплате потребления электроэнергии,"ул.Пушкинская, 8Б",Здание,31,12,2020,1565.61
Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.010000,Расходы по оплате потребления электроэнергии,"г.Уссурийск, ул.Некрасова, 102",Здание,31,12,2020,1783151.89
Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.010000,Расходы по оплате потребления электроэнергии,"с.Вольно-Надеждинское, ул.Пушкина,59",Здание,31,12,2020,165930.66
Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.010000,Расходы по оплате потребления электроэнергии,"г.Дальнереченск, ул.Ленина, 64",Здание,31,12,2020,2865.72
Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"г.Находка, Находкинский пр-т,13",Здание,31,12,2020,608842.93
Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"г.Уссурийск, ул.Некрасова, 102",большой гараж,31,12,2020,782882.62
Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"с.Вольно-Надеждинское, ул.Пушкина,59",Здание,31,12,2020,354840.76
Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"ул.Калинина, 261",Здание,31,12,2020,279420.67
Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"ул.Пушкинская,8б",Здание,31,12,2020,140775.87
Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"ул.Мордовцева,6",Здание,31,12,2020,31002.7
Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"ул.Светланская,69",Здание,31,12,2020,203010.17
Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"ул.Светланская,71",Здание,31,12,2020,314590.63
Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"ул.Светланская,71-",пристройка,31,12,2020,228898.98
Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"ул.Светланская,73",Здание,31,12,2020,637389.77
Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"Океанский пр-т, 34",Здание,31,12,2020,988037.45
Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"ул.Светланская,111",Здание,31,12,2020,278089.31
Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"г. Дальнегорск, ул. пр-т 50 лет Октября,89",Здание,31,12,2020,52336.84
Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.020000,Расходы по оплате всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"г. Дальнереченск, ул. Ленина,64",Здание,31,12,2020,46103.35
Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.030000,"Расходы по оплате услуг водоснабжения, водоотведения","ул.Светланская,111",Здание,31,12,2020,4725.98
Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.030000,"Расходы по оплате услуг водоснабжения, водоотведения","г.Находка, Находкинский пр-т, 13",Здание,31,12,2020,23103.58
Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.030000,"Расходы по оплате услуг водоснабжения, водоотведения","г.Уссурийск, ул.Некрасова, 102",Здание,31,12,2020,18546.72
Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.030000,"Расходы по оплате услуг водоснабжения, водоотведения","г.Уссурийск, ул.Некрасова, 102",большой гараж,31,12,2020,2275.63
Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.030000,"Расходы по оплате услуг водоснабжения, водоотведения","Океанский пр-т, 34",Здание,31,12,2020,84688.52
Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.030000,"Расходы по оплате услуг водоснабжения, водоотведения","с.Вольно-Надеждинское, ул.Пушкина, 59",Здание,31,12,2020,363.14
Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.030000,"Расходы по оплате услуг водоснабжения, водоотведения","ул.Калинина, 261",Здание,31,12,2020,7003.66
Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.030000,"Расходы по оплате услуг водоснабжения, водоотведения","ул.Мордовцева, 6",Здание,31,12,2020,1634.25
Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.030000,"Расходы по оплате услуг водоснабжения, водоотведения","ул.Светланская, 69",Здание,31,12,2020,13127.84
Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.030000,"Расходы по оплате услуг водоснабжения, водоотведения","ул.Светланская, 71",Здание,31,12,2020,9670.14
Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.030000,"Расходы по оплате услуг водоснабжения, водоотведения","ул.Светланская, 71",пристройка,31,12,2020,5206.98
Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.030000,"Расходы по оплате услуг водоснабжения, водоотведения","ул.Светланская, 73 А",Здание,31,12,2020,2946.11
Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.030000,"Расходы по оплате услуг водоснабжения, водоотведения","ул.Фонтанная, 19",Здание,31,12,2020,801.52
Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.030000,"Расходы по оплате услуг водоснабжения, водоотведения","ул.Светланская,111",Здание,31,12,2020,5929.71
Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.030000,"Расходы по оплате услуг водоснабжения, водоотведения","г.Находка, Находкинский пр-т, 13",Здание,31,12,2020,10715.88
Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.030000,"Расходы по оплате услуг водоснабжения, водоотведения","г.Уссурийск, ул.Некрасова,102",Здание,31,12,2020,16859.17
Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.030000,"Расходы по оплате услуг водоснабжения, водоотведения","г.Уссурийск, ул.Некрасова,102",большой гараж,31,12,2020,1527.12
Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.030000,"Расходы по оплате услуг водоснабжения, водоотведения","Океанский пр-т, 34",Здание,31,12,2020,41194.87
Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.030000,"Расходы по оплате услуг водоснабжения, водоотведения","с.Вольно-Надеждинское,  ул.Пушкина,59",Здание,31,12,2020,611.32
Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.030000,"Расходы по оплате услуг водоснабжения, водоотведения","ул.Калинина, 261",Здание,31,12,2020,8733.07
Дальневосточное главное управление Центрального банка Российской Федерации,134.1100.030000,"Расходы по оплате услуг водоснабжения, водоотведения","ул.Мордовцева,6",Здание,31,12,2020,3106.38
