Год сметы,Смета,Подразделение БР,Код вида расходов,Наименование вида расходов,Направление расходов,Конечный остаток,Дата проведения,Дата проведения (день),Дата проведения (месяц),Дата проведения (год)
2019,Хозяйственно-эксплуатационное направление Камчатка,Отделение по Камчатскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за тепловую энергию по тарифам зд. РКЦ Тигиль ул. Партизанская, 11 ст. 134.1100",157332.14,2019-05-15,15.0,5.0,2019.0
2019,Хозяйственно-эксплуатационное направление Камчатка,Отделение по Камчатскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за тепловую энергию по тарифам зд. РКЦ Тигиль ул. Партизанская, 11 ст. 134.1100",104786.56,2019-06-13,13.0,6.0,2019.0
2019,Хозяйственно-эксплуатационное направление Камчатка,Отделение по Камчатскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за тепловую энергию по тарифам зд. РКЦ Тигиль ул. Партизанская, 11 ст. 134.1100",76000.72,2019-07-11,11.0,7.0,2019.0
2019,Хозяйственно-эксплуатационное направление Камчатка,Отделение по Камчатскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за тепловую энергию по тарифам зд. РКЦ Тигиль ул. Партизанская, 11 ст. 134.1100",64964.28,2019-10-09,9.0,10.0,2019.0
2019,Хозяйственно-эксплуатационное направление Камчатка,Отделение по Камчатскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за тепловую энергию по тарифам зд. РКЦ Тигиль ул. Партизанская, 11 ст. 134.1100",184589.36,2019-11-12,12.0,11.0,2019.0
2019,Хозяйственно-эксплуатационное направление Камчатка,Отделение по Камчатскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за тепловую энергию по тарифам зд. РКЦ Тигиль ул. Партизанская, 11 ст. 134.1100",196115.28,2019-12-16,16.0,12.0,2019.0
2019,Хозяйственно-эксплуатационное направление Камчатка,Отделение по Камчатскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за тепловую энергию по тарифам зд. ул. Ленинская, 22- ст. 134.1100",48140.51,2019-01-14,14.0,1.0,2019.0
2019,Хозяйственно-эксплуатационное направление Камчатка,Отделение по Камчатскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за тепловую энергию по тарифам зд. ул. Ленинская, 22- ст. 134.1100",101617.68,2019-02-08,8.0,2.0,2019.0
2019,Хозяйственно-эксплуатационное направление Камчатка,Отделение по Камчатскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за тепловую энергию по тарифам зд. ул. Ленинская, 22- ст. 134.1100",71983.37,2019-03-07,7.0,3.0,2019.0
2019,Хозяйственно-эксплуатационное направление Камчатка,Отделение по Камчатскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за тепловую энергию по тарифам зд. ул. Ленинская, 22- ст. 134.1100",75598.77,2019-04-09,9.0,4.0,2019.0
2019,Хозяйственно-эксплуатационное направление Камчатка,Отделение по Камчатскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за тепловую энергию по тарифам зд. ул. Ленинская, 22- ст. 134.1100",66635.2,2019-05-08,8.0,5.0,2019.0
2019,Хозяйственно-эксплуатационное направление Камчатка,Отделение по Камчатскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за тепловую энергию по тарифам зд. ул. Ленинская, 22- ст. 134.1100",38247.11,2019-06-18,18.0,6.0,2019.0
2019,Хозяйственно-эксплуатационное направление Камчатка,Отделение по Камчатскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за тепловую энергию по тарифам зд. ул. Ленинская, 22- ст. 134.1100",30679.66,2019-07-05,5.0,7.0,2019.0
2019,Хозяйственно-эксплуатационное направление Камчатка,Отделение по Камчатскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за тепловую энергию по тарифам зд. ул. Ленинская, 22- ст. 134.1100",45448.02,2019-11-20,20.0,11.0,2019.0
2019,Хозяйственно-эксплуатационное направление Камчатка,Отделение по Камчатскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за тепловую энергию по тарифам зд. ул. Ленинская, 22- ст. 134.1100",55581.12,2019-12-16,16.0,12.0,2019.0
2019,Хозяйственно-эксплуатационное направление Камчатка,Отделение по Камчатскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за тепловую энергию по тарифам зд. ул. Ленинская, 22- ст. 134.1100",81960.23,2019-12-31,31.0,12.0,2019.0
2019,Хозяйственно-эксплуатационное направление Камчатка,Отделение по Камчатскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. РКЦ Мильково, ул. Ленинская, 33 ст. 134.1100",181.76,2019-02-08,8.0,2.0,2019.0
2019,Хозяйственно-эксплуатационное направление Камчатка,Отделение по Камчатскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. РКЦ Мильково, ул. Ленинская, 33 ст. 134.1100",159.17,2019-03-05,5.0,3.0,2019.0
2019,Хозяйственно-эксплуатационное направление Камчатка,Отделение по Камчатскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. РКЦ Мильково, ул. Ленинская, 33 ст. 134.1100",153.72,2019-04-05,5.0,4.0,2019.0
2019,Хозяйственно-эксплуатационное направление Камчатка,Отделение по Камчатскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. РКЦ Мильково, ул. Ленинская, 33 ст. 134.1100",153.59,2019-05-08,8.0,5.0,2019.0
2019,Хозяйственно-эксплуатационное направление Камчатка,Отделение по Камчатскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. РКЦ Мильково, ул. Ленинская, 33 ст. 134.1100",108.92,2019-06-11,11.0,6.0,2019.0
2019,Хозяйственно-эксплуатационное направление Камчатка,Отделение по Камчатскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. РКЦ Мильково, ул. Ленинская, 33 ст. 134.1100",124.38,2019-07-10,10.0,7.0,2019.0
2019,Хозяйственно-эксплуатационное направление Камчатка,Отделение по Камчатскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. РКЦ Мильково, ул. Ленинская, 33 ст. 134.1100",120.55,2019-08-06,6.0,8.0,2019.0
2019,Хозяйственно-эксплуатационное направление Камчатка,Отделение по Камчатскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. РКЦ Мильково, ул. Ленинская, 33 ст. 134.1100",113.06,2019-09-04,4.0,9.0,2019.0
2019,Хозяйственно-эксплуатационное направление Камчатка,Отделение по Камчатскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. РКЦ Мильково, ул. Ленинская, 33 ст. 134.1100",148.31,2019-10-09,9.0,10.0,2019.0
2019,Хозяйственно-эксплуатационное направление Камчатка,Отделение по Камчатскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. РКЦ Мильково, ул. Ленинская, 33 ст. 134.1100",86.15,2019-11-11,11.0,11.0,2019.0
2019,Хозяйственно-эксплуатационное направление Камчатка,Отделение по Камчатскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. РКЦ Мильково, ул. Ленинская, 33 ст. 134.1100",247.36,2019-12-05,5.0,12.0,2019.0
2019,Хозяйственно-эксплуатационное направление Камчатка,Отделение по Камчатскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. РКЦ Мильково, ул. Ленинская, 33 ст. 134.1100",165.1,2019-12-25,25.0,12.0,2019.0
2019,Хозяйственно-эксплуатационное направление Камчатка,Отделение по Камчатскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. РКЦ Палана, ул. Поротова, 14 ст. 134.1100",251.46,2019-02-08,8.0,2.0,2019.0
2019,Хозяйственно-эксплуатационное направление Камчатка,Отделение по Камчатскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. РКЦ Палана, ул. Поротова, 14 ст. 134.1100",698.84,2019-03-05,5.0,3.0,2019.0
2019,Хозяйственно-эксплуатационное направление Камчатка,Отделение по Камчатскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. РКЦ Палана, ул. Поротова, 14 ст. 134.1100",678.31,2019-04-04,4.0,4.0,2019.0
2019,Хозяйственно-эксплуатационное направление Камчатка,Отделение по Камчатскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. РКЦ Палана, ул. Поротова, 14 ст. 134.1100",861.01,2019-05-14,14.0,5.0,2019.0
2019,Хозяйственно-эксплуатационное направление Камчатка,Отделение по Камчатскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. РКЦ Палана, ул. Поротова, 14 ст. 134.1100",843.51,2019-06-19,19.0,6.0,2019.0
2019,Хозяйственно-эксплуатационное направление Камчатка,Отделение по Камчатскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. РКЦ Палана, ул. Поротова, 14 ст. 134.1100",571.57,2019-07-17,17.0,7.0,2019.0
2019,Хозяйственно-эксплуатационное направление Камчатка,Отделение по Камчатскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. РКЦ Палана, ул. Поротова, 14 ст. 134.1100",6898.93,2019-08-12,12.0,8.0,2019.0
2019,Хозяйственно-эксплуатационное направление Камчатка,Отделение по Камчатскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. РКЦ Палана, ул. Поротова, 14 ст. 134.1100",902.66,2019-09-05,5.0,9.0,2019.0
2019,Хозяйственно-эксплуатационное направление Камчатка,Отделение по Камчатскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. РКЦ Палана, ул. Поротова, 14 ст. 134.1100",286.56,2019-10-23,23.0,10.0,2019.0
2019,Хозяйственно-эксплуатационное направление Камчатка,Отделение по Камчатскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. РКЦ Палана, ул. Поротова, 14 ст. 134.1100",2755.27,2019-11-15,15.0,11.0,2019.0
2019,Хозяйственно-эксплуатационное направление Камчатка,Отделение по Камчатскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. РКЦ Палана, ул. Поротова, 14 ст. 134.1100",6623.83,2019-12-12,12.0,12.0,2019.0
2019,Хозяйственно-эксплуатационное направление Камчатка,Отделение по Камчатскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. ул. К. Маркса, 29/2 ст. 134.1100",123146.19,2019-01-14,14.0,1.0,2019.0
2019,Хозяйственно-эксплуатационное направление Камчатка,Отделение по Камчатскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. ул. К. Маркса, 29/2 ст. 134.1100",3925.67,2019-02-12,12.0,2.0,2019.0
2019,Хозяйственно-эксплуатационное направление Камчатка,Отделение по Камчатскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. ул. К. Маркса, 29/2 ст. 134.1100",9639.26,2019-03-15,15.0,3.0,2019.0
2019,Хозяйственно-эксплуатационное направление Камчатка,Отделение по Камчатскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. ул. К. Маркса, 29/2 ст. 134.1100",2031.18,2019-03-15,15.0,3.0,2019.0
2019,Хозяйственно-эксплуатационное направление Камчатка,Отделение по Камчатскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. ул. К. Маркса, 29/2 ст. 134.1100",89.14,2019-04-18,18.0,4.0,2019.0
2019,Хозяйственно-эксплуатационное направление Камчатка,Отделение по Камчатскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. ул. К. Маркса, 29/2 ст. 134.1100",141673.86,2019-04-18,18.0,4.0,2019.0
2019,Хозяйственно-эксплуатационное направление Камчатка,Отделение по Камчатскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. ул. К. Маркса, 29/2 ст. 134.1100",2176.61,2019-04-18,18.0,4.0,2019.0
2019,Хозяйственно-эксплуатационное направление Камчатка,Отделение по Камчатскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. ул. К. Маркса, 29/2 ст. 134.1100",1140.43,2019-05-16,16.0,5.0,2019.0
2019,Хозяйственно-эксплуатационное направление Камчатка,Отделение по Камчатскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. ул. К. Маркса, 29/2 ст. 134.1100",5869.07,2019-05-17,17.0,5.0,2019.0
2019,Хозяйственно-эксплуатационное направление Камчатка,Отделение по Камчатскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. ул. К. Маркса, 29/2 ст. 134.1100",3575.85,2019-06-14,14.0,6.0,2019.0
2019,Хозяйственно-эксплуатационное направление Камчатка,Отделение по Камчатскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. ул. К. Маркса, 29/2 ст. 134.1100",768.56,2019-06-14,14.0,6.0,2019.0
2019,Хозяйственно-эксплуатационное направление Камчатка,Отделение по Камчатскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. ул. К. Маркса, 29/2 ст. 134.1100",2582.22,2019-07-12,12.0,7.0,2019.0
2019,Хозяйственно-эксплуатационное направление Камчатка,Отделение по Камчатскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. ул. К. Маркса, 29/2 ст. 134.1100",55658.98,2019-07-12,12.0,7.0,2019.0
2019,Хозяйственно-эксплуатационное направление Камчатка,Отделение по Камчатскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. ул. К. Маркса, 29/2 ст. 134.1100",7605.69,2019-07-12,12.0,7.0,2019.0
2019,Хозяйственно-эксплуатационное направление Камчатка,Отделение по Камчатскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. ул. К. Маркса, 29/2 ст. 134.1100",5998.27,2019-08-19,19.0,8.0,2019.0
2019,Хозяйственно-эксплуатационное направление Камчатка,Отделение по Камчатскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. ул. К. Маркса, 29/2 ст. 134.1100",-1.02,2019-09-12,12.0,9.0,2019.0
2019,Хозяйственно-эксплуатационное направление Камчатка,Отделение по Камчатскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. ул. К. Маркса, 29/2 ст. 134.1100",8965.94,2019-09-26,26.0,9.0,2019.0
2019,Хозяйственно-эксплуатационное направление Камчатка,Отделение по Камчатскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. ул. К. Маркса, 29/2 ст. 134.1100",2617.93,2019-10-31,31.0,10.0,2019.0
2019,Хозяйственно-эксплуатационное направление Камчатка,Отделение по Камчатскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. ул. К. Маркса, 29/2 ст. 134.1100",170356.93,2019-10-31,31.0,10.0,2019.0
2019,Хозяйственно-эксплуатационное направление Камчатка,Отделение по Камчатскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. ул. К. Маркса, 29/2 ст. 134.1100",5014.66,2019-11-01,1.0,11.0,2019.0
2019,Хозяйственно-эксплуатационное направление Камчатка,Отделение по Камчатскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. ул. К. Маркса, 29/2 ст. 134.1100",5706.7,2019-11-12,12.0,11.0,2019.0
2019,Хозяйственно-эксплуатационное направление Камчатка,Отделение по Камчатскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. ул. К. Маркса, 29/2 ст. 134.1100",7585.49,2019-11-19,19.0,11.0,2019.0
2019,Хозяйственно-эксплуатационное направление Камчатка,Отделение по Камчатскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. ул. К. Маркса, 29/2 ст. 134.1100",4259.93,2019-12-13,13.0,12.0,2019.0
2019,Хозяйственно-эксплуатационное направление Камчатка,Отделение по Камчатскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. ул. К. Маркса, 29/2 ст. 134.1100",5574.19,2019-12-17,17.0,12.0,2019.0
2019,Хозяйственно-эксплуатационное направление Камчатка,Отделение по Камчатскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. ул. Ленинская, 22 ст. 134.1100",577.26,2019-02-12,12.0,2.0,2019.0
2019,Хозяйственно-эксплуатационное направление Камчатка,Отделение по Камчатскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. ул. Ленинская, 22 ст. 134.1100",738.35,2019-03-15,15.0,3.0,2019.0
2019,Хозяйственно-эксплуатационное направление Камчатка,Отделение по Камчатскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. ул. Ленинская, 22 ст. 134.1100",510.14,2019-04-18,18.0,4.0,2019.0
2019,Хозяйственно-эксплуатационное направление Камчатка,Отделение по Камчатскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. ул. Ленинская, 22 ст. 134.1100",456.46,2019-05-17,17.0,5.0,2019.0
2019,Хозяйственно-эксплуатационное направление Камчатка,Отделение по Камчатскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. ул. Ленинская, 22 ст. 134.1100",604.13,2019-06-14,14.0,6.0,2019.0
2019,Хозяйственно-эксплуатационное направление Камчатка,Отделение по Камчатскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. ул. Ленинская, 22 ст. 134.1100",724.95,2019-07-12,12.0,7.0,2019.0
2019,Хозяйственно-эксплуатационное направление Камчатка,Отделение по Камчатскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. ул. Ленинская, 22 ст. 134.1100",569.12,2019-08-19,19.0,8.0,2019.0
2019,Хозяйственно-эксплуатационное направление Камчатка,Отделение по Камчатскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. ул. Ленинская, 22 ст. 134.1100",513.6,2019-09-26,26.0,9.0,2019.0
2019,Хозяйственно-эксплуатационное направление Камчатка,Отделение по Камчатскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. ул. Ленинская, 22 ст. 134.1100",666.28,2019-11-01,1.0,11.0,2019.0
2019,Хозяйственно-эксплуатационное направление Камчатка,Отделение по Камчатскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. ул. Ленинская, 22 ст. 134.1100",596.88,2019-11-12,12.0,11.0,2019.0
2019,Хозяйственно-эксплуатационное направление Камчатка,Отделение по Камчатскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за водоотведение по тарифам зд. ул. Ленинская, 22 ст. 134.1100",610.76,2019-12-13,13.0,12.0,2019.0
2019,Хозяйственно-эксплуатационное направление Камчатка,Отделение по Камчатскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за горячее водоснабжение по тарифам зд. РКЦ Мильково,  ул. Ленинская, 33  ст. 134.1100",1045.64,2019-03-07,7.0,3.0,2019.0
2019,Хозяйственно-эксплуатационное направление Камчатка,Отделение по Камчатскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за горячее водоснабжение по тарифам зд. РКЦ Мильково,  ул. Ленинская, 33  ст. 134.1100",934.4,2019-04-09,9.0,4.0,2019.0
2019,Хозяйственно-эксплуатационное направление Камчатка,Отделение по Камчатскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за горячее водоснабжение по тарифам зд. РКЦ Мильково,  ул. Ленинская, 33  ст. 134.1100",934.4,2019-05-15,15.0,5.0,2019.0
2019,Хозяйственно-эксплуатационное направление Камчатка,Отделение по Камчатскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за горячее водоснабжение по тарифам зд. РКЦ Мильково,  ул. Ленинская, 33  ст. 134.1100",745.3,2019-06-14,14.0,6.0,2019.0
2019,Хозяйственно-эксплуатационное направление Камчатка,Отделение по Камчатскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за горячее водоснабжение по тарифам зд. РКЦ Мильково,  ул. Ленинская, 33  ст. 134.1100",392.45,2019-10-09,9.0,10.0,2019.0
2019,Хозяйственно-эксплуатационное направление Камчатка,Отделение по Камчатскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за горячее водоснабжение по тарифам зд. РКЦ Мильково,  ул. Ленинская, 33  ст. 134.1100",883.01,2019-11-15,15.0,11.0,2019.0
2019,Хозяйственно-эксплуатационное направление Камчатка,Отделение по Камчатскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за горячее водоснабжение по тарифам зд. РКЦ Мильково,  ул. Ленинская, 33  ст. 134.1100",956.59,2019-12-06,6.0,12.0,2019.0
2019,Хозяйственно-эксплуатационное направление Камчатка,Отделение по Камчатскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за горячее водоснабжение по тарифам зд. РКЦ Мильково,  ул. Ленинская, 33  ст. 134.1100",1250.93,2019-12-24,24.0,12.0,2019.0
2019,Хозяйственно-эксплуатационное направление Камчатка,Отделение по Камчатскому краю Дальневосточного главного управления Центрального банка Российской Федерации,134.1100.000000,Расходы на коммунальные услуги,"Оплата за дизельное топливо зд.  пр. К. Маркса, 29/2  ст.134.1100",1810543.44,2019-02-01,1.0,2.0,2019.0
